id,customer_id,product_id,sale_amount,sale_date
12340,8363,703,438.85,2023-11-20
12341,3659,117,304.56,2023-09-12
12342,2865,578,223.78,2023-10-18
12343,8925,196,478.34,2023-05-31
12344,8810,553,973.69,2023-07-10
12345,9788,616,324.27,2023-09-12
12346,10165,768,566.00,2023-10-16
12347,10259,676,921.48,2023-09-03
12348,5934,146,306.67,2023-03-19
12349,4106,18,675.45,2023-12-07
12350,7675,609,130.93,2023-04-24
12351,8585,661,549.94,2023-12-03
12352,3198,880,487.87,2023-08-10
12353,9599,208,704.04,2023-05-24
12354,10278,978,179.55,2023-10-12
12355,2486,418,488.48,2023-01-13
12356,7760,766,396.07,2023-01-28
12357,4681,708,510.80,2023-03-18
12358,2042,277,265.57,2023-09-27
12359,5243,696,559.48,2023-06-06
12360,6833,686,710.06,2023-10-23
12361,1733,436,19.51,2023-08-03
12362,6582,906,808.61,2023-12-04
12363,9397,92,514.60,2023-08-17
12364,5897,419,161.27,2023-08-22
12365,1138,595,139.19,2023-01-12
12366,1092,483,233.02,2023-09-01
12367,8857,220,553.98,2023-02-04
12368,1212,53,326.09,2023-05-28
12369,10431,175,755.07,2023-01-04
12370,1519,269,742.64,2023-07-30
12371,8246,962,871.00,2023-03-13
12372,8956,567,328.07,2023-02-14
12373,3874,503,220.96,2023-02-03
12374,7542,718,906.95,2023-07-23
12375,9735,652,602.96,2023-09-21
12376,6868,961,552.43,2023-10-04
12377,2832,327,323.78,2023-03-17
12378,7260,356,33.79,2023-02-25
12379,6752,731,855.33,2023-08-29
12380,3052,472,285.83,2023-06-26
12381,7511,649,487.94,2023-06-30
12382,8185,643,454.36,2023-03-16
12383,8640,385,591.27,2023-08-18
12384,1142,736,26.66,2023-02-01
12385,5980,928,311.08,2023-04-28
12386,8186,396,496.10,2023-10-30
12387,4788,273,494.83,2023-04-15
12388,7473,460,83.23,2023-11-13
12389,8629,283,188.12,2023-03-04
12390,8218,438,359.27,2023-10-01
12391,2093,705,603.51,2023-09-10
12392,10865,374,946.52,2023-09-02
12393,8219,286,695.77,2023-09-20
12394,8220,915,744.18,2023-12-28
12395,4171,745,230.99,2023-11-15
12396,1705,833,732.01,2023-04-02
12397,2173,772,984.80,2023-06-09
12398,3649,351,813.20,2023-12-27
12399,6625,693,914.77,2023-08-21
12400,1386,580,518.86,2023-10-25
12401,8141,540,217.61,2023-06-26
12402,2413,278,465.76,2023-02-27
12403,6452,207,890.45,2023-02-20
12404,6066,698,966.57,2023-12-20
12405,7562,648,988.64,2023-12-01
12406,9242,47,166.38,2023-07-05
12407,10315,691,760.28,2023-03-26
12408,2920,435,416.76,2023-06-20
12409,7286,545,899.92,2023-08-08
12410,7182,159,411.67,2023-06-20
12411,5820,87,494.31,2023-02-20
12412,5470,591,438.04,2023-03-10
12413,4746,281,947.82,2023-11-07
12414,10637,414,136.67,2023-06-13
12415,1075,25,661.21,2023-09-25
12416,7038,348,938.40,2023-05-03
12417,9978,860,612.07,2023-02-23
12418,2010,653,299.05,2023-05-03
12419,8542,304,827.86,2023-08-01
12420,2353,653,710.76,2023-01-03
12421,3292,454,49.60,2023-02-14
12422,10570,785,591.41,2023-11-18
12423,2862,668,1.49,2023-10-26
12424,2909,682,123.07,2023-02-13
12425,6070,231,817.20,2023-01-03
12426,7288,505,801.57,2023-04-21
12427,2869,774,194.50,2023-05-28
12428,10432,922,243.78,2023-07-20
12429,9749,851,301.90,2023-12-02
12430,10143,849,960.14,2023-06-04
12431,2613,325,901.54,2023-10-10
12432,10802,403,168.95,2023-06-09
12433,4911,501,929.16,2023-03-29
12434,2030,521,326.01,2023-04-20
12435,2093,374,916.96,2023-07-12
12436,9958,301,824.18,2023-07-22
12437,3065,98,910.96,2023-09-09
12438,3099,161,10.50,2023-09-23
12439,2916,322,232.77,2023-08-16
12440,6370,354,856.19,2023-07-19
12441,5004,573,430.55,2023-05-24
12442,7964,741,545.40,2023-03-30
12443,1331,386,176.01,2023-10-11
12444,10315,671,829.75,2023-04-15
12445,5802,582,657.00,2023-04-13
12446,8291,396,254.53,2023-06-19
12447,6421,838,415.60,2023-10-24
12448,6281,642,742.48,2023-09-17
12449,5145,172,460.71,2023-12-04
12450,8558,118,140.68,2023-05-06
12451,7485,967,409.67,2023-08-06
12452,6182,17,181.77,2023-07-24
12453,8575,875,798.43,2023-11-13
12454,1568,849,142.99,2023-11-06
12455,5707,705,596.39,2023-01-13
12456,4693,682,272.88,2023-12-20
12457,5902,116,710.07,2023-01-12
12458,4139,626,888.69,2023-11-23
12459,7225,598,214.28,2023-03-06
12460,7129,211,864.89,2023-05-07
12461,5379,966,402.53,2023-05-14
12462,3313,840,312.53,2023-11-12
12463,3098,772,65.75,2023-11-24
12464,1843,966,150.39,2023-09-09
12465,5145,550,884.10,2023-01-01
12466,6507,161,349.66,2023-12-25
12467,3408,506,382.29,2023-09-27
12468,5961,298,610.26,2023-02-03
12469,10077,679,70.97,2023-09-19
12470,4314,798,699.82,2023-07-22
12471,8714,424,655.23,2023-12-07
12472,2118,237,390.50,2023-05-10
12473,6810,169,206.14,2023-11-05
12474,3531,105,625.79,2023-05-05
12475,8921,760,736.75,2023-01-23
12476,8708,906,405.99,2023-05-16
12477,5189,877,909.94,2023-01-23
12478,9576,972,366.14,2023-05-15
12479,10189,839,218.02,2023-06-28
12480,5384,334,370.59,2023-01-27
12481,7042,869,96.22,2023-02-23
12482,5059,265,793.37,2023-09-21
12483,5600,917,992.87,2023-01-20
12484,2398,300,252.77,2023-03-24
12485,7076,385,487.91,2023-12-23
12486,6424,569,119.71,2023-11-13
12487,9696,25,684.04,2023-06-22
12488,8076,717,650.34,2023-02-13
12489,6977,269,255.96,2023-06-04
12490,4314,910,947.69,2023-04-01
12491,9109,181,633.08,2023-06-20
12492,4424,134,506.12,2023-09-22
12493,8177,205,670.36,2023-01-24
12494,6941,265,983.77,2023-03-06
12495,4121,416,555.74,2023-11-08
12496,10976,873,814.87,2023-05-03
12497,5423,865,76.73,2023-09-07
12498,7619,622,950.12,2023-07-10
12499,6742,521,249.97,2023-11-06
12500,9207,599,314.00,2023-03-30
12501,10133,616,366.86,2023-06-06
12502,9465,933,333.09,2023-12-20
12503,6965,682,951.21,2023-02-05
12504,10196,341,880.28,2023-12-27
12505,4979,409,980.09,2023-02-12
12506,6839,983,753.58,2023-01-05
12507,1026,941,298.52,2023-09-11
12508,8157,174,632.61,2023-10-20
12509,5420,387,54.56,2023-03-04
12510,3555,303,600.68,2023-05-30
12511,9837,307,285.82,2023-08-04
12512,4718,880,898.37,2023-07-08
12513,2828,458,199.92,2023-09-13
12514,4621,456,283.14,2023-03-06
12515,8537,283,391.34,2023-07-17
12516,2530,251,145.33,2023-04-12
12517,6463,41,378.51,2023-04-12
12518,5283,308,744.30,2023-10-25
12519,9679,556,127.69,2023-04-09
12520,2708,526,661.78,2023-10-14
12521,2069,193,976.76,2023-03-02
12522,7989,760,522.18,2023-04-15
12523,2797,373,62.31,2023-03-09
12524,8810,641,273.77,2023-06-08
12525,2844,852,388.05,2023-04-05
12526,7297,914,751.82,2023-11-18
12527,8966,383,670.19,2023-06-17
12528,9928,6,271.63,2023-09-21
12529,3449,611,473.86,2023-04-15
12530,2920,54,779.19,2023-02-18
12531,8001,760,567.48,2023-02-17
12532,10784,285,594.93,2023-11-18
12533,7614,852,429.03,2023-07-03
12534,10247,536,58.85,2023-07-24
12535,6645,700,472.20,2023-03-19
12536,9856,22,128.76,2023-07-22
12537,2233,976,457.05,2023-07-06
12538,10468,443,873.19,2023-10-24
12539,4722,480,794.97,2023-07-27
12540,9893,978,820.26,2023-09-21
12541,4386,698,870.75,2023-04-30
12542,4771,51,517.88,2023-05-26
12543,8667,314,881.42,2023-04-09
12544,6140,263,138.13,2023-09-20
12545,9722,420,546.37,2023-10-02
12546,1069,120,610.75,2023-06-26
12547,2767,601,637.22,2023-05-23
12548,5373,23,102.13,2023-08-18
12549,5377,823,674.10,2023-09-21
12550,1196,668,557.33,2023-03-21
12551,9983,153,491.74,2023-10-23
12552,2281,409,882.87,2023-12-21
12553,4659,475,55.36,2023-11-05
12554,5580,514,277.00,2023-09-12
12555,2347,172,6.23,2023-03-18
12556,3204,683,286.53,2023-08-01
12557,2111,741,417.50,2023-11-24
12558,7112,142,903.64,2023-02-21
12559,9568,529,7.80,2023-01-07
12560,8340,374,960.74,2023-03-21
12561,9206,752,776.81,2023-09-24
12562,3322,335,239.57,2023-06-09
12563,5842,344,452.66,2023-10-16
12564,6582,337,680.30,2023-11-04
12565,10222,925,100.32,2023-08-22
12566,2422,972,118.47,2023-04-25
12567,2954,388,22.08,2023-06-21
12568,8190,295,8.39,2023-08-11
12569,10349,148,155.27,2023-05-17
12570,1318,539,0.10,2023-02-15
12571,10772,358,150.86,2023-01-19
12572,8867,229,454.98,2023-04-12
12573,9476,283,654.28,2023-01-21
12574,7129,779,996.74,2023-10-14
12575,7900,599,270.82,2023-05-18
12576,9027,639,789.18,2023-11-28
12577,5324,218,452.73,2023-09-01
12578,1250,310,571.90,2023-02-26
12579,1447,570,188.42,2023-09-04
12580,8448,15,764.85,2023-06-07
12581,3135,576,843.96,2023-07-23
12582,2110,750,164.45,2023-10-27
12583,3398,958,471.65,2023-07-19
12584,3034,57,582.46,2023-05-11
12585,9674,316,583.60,2023-05-19
12586,8461,694,178.39,2023-08-19
12587,7711,111,103.29,2023-05-03
12588,3774,291,434.95,2023-02-19
12589,10424,149,534.73,2023-12-04
12590,2035,500,685.99,2023-12-16
12591,3316,890,360.23,2023-01-19
12592,7787,623,809.36,2023-04-19
12593,7460,323,674.86,2023-10-20
12594,5487,589,562.53,2023-02-13
12595,9554,600,658.27,2023-06-08
12596,1000,713,43.44,2023-11-07
12597,6824,892,842.81,2023-06-29
12598,8016,789,784.17,2023-04-06
12599,4498,677,206.24,2023-10-09
12600,7420,527,522.75,2023-03-23
12601,6568,507,575.21,2023-06-11
12602,4323,925,628.50,2023-06-18
12603,1052,715,673.58,2023-04-17
12604,3211,159,486.47,2023-10-14
12605,5078,940,47.97,2023-03-29
12606,4241,20,920.26,2023-07-30
12607,2807,514,918.64,2023-05-21
12608,10217,134,857.90,2023-07-13
12609,9573,358,156.89,2023-01-20
12610,5092,562,941.94,2023-10-07
12611,4720,691,358.33,2023-04-11
12612,7232,368,729.34,2023-03-06
12613,3205,815,823.00,2023-12-10
12614,3031,697,418.41,2023-04-16
12615,9584,73,920.25,2023-03-31
12616,6542,62,608.93,2023-10-29
12617,6491,201,309.06,2023-12-26
12618,7712,451,418.88,2023-11-11
12619,5266,742,274.38,2023-05-17
12620,7996,406,952.51,2023-06-14
12621,6283,74,823.03,2023-07-24
12622,6297,186,619.62,2023-07-27
12623,1056,408,630.13,2023-07-08
12624,4705,977,416.67,2023-05-29
12625,6729,971,410.66,2023-11-03
12626,6523,775,52.83,2023-06-12
12627,2344,505,446.23,2023-10-20
12628,7490,449,108.50,2023-04-03
12629,9201,16,357.71,2023-10-15
12630,7804,965,105.13,2023-11-02
12631,9050,535,352.97,2023-04-18
12632,1256,557,222.28,2023-08-03
12633,7870,563,964.44,2023-08-18
12634,9255,745,108.96,2023-01-17
12635,2858,604,44.66,2023-01-04
12636,4743,474,859.24,2023-12-29
12637,4531,841,773.36,2023-02-20
12638,10279,252,107.68,2023-03-18
12639,7409,702,890.69,2023-08-05
12640,4094,695,201.21,2023-12-10
12641,5644,671,732.56,2023-01-22
12642,2554,97,464.64,2023-09-02
12643,9245,738,516.72,2023-04-11
12644,7325,193,136.39,2023-06-08
12645,5867,137,307.06,2023-09-22
12646,10239,410,976.40,2023-04-19
12647,5699,721,792.21,2023-09-25
12648,4177,350,766.20,2023-10-06
12649,2353,982,474.07,2023-07-17
12650,7782,721,687.90,2023-02-05
12651,3998,948,389.28,2023-05-20
12652,4644,627,789.86,2023-05-14
12653,7035,836,406.69,2023-10-27
12654,4670,489,960.46,2023-08-25
12655,10024,887,786.91,2023-03-14
12656,1228,977,212.70,2023-02-23
12657,7348,230,47.56,2023-12-04
12658,7628,236,135.78,2023-06-09
12659,8626,246,88.49,2023-01-24
12660,10696,488,908.51,2023-04-08
12661,7153,577,278.02,2023-10-27
12662,3986,773,748.76,2023-11-26
12663,5300,792,774.07,2023-02-28
12664,10766,212,757.32,2023-12-17
12665,10298,922,614.46,2023-07-13
12666,3936,977,307.36,2023-06-05
12667,10000,858,659.25,2023-09-02
12668,9875,274,907.11,2023-12-24
12669,4390,195,237.79,2023-08-17
12670,9709,534,334.63,2023-08-23
12671,4766,358,950.72,2023-08-27
12672,4028,936,19.30,2023-09-26
12673,10266,916,830.66,2023-08-19
12674,3502,174,842.70,2023-06-15
12675,7640,295,286.96,2023-07-06
12676,6343,364,726.00,2023-04-18
12677,7477,125,527.91,2023-08-10
12678,1149,523,100.30,2023-12-18
12679,10320,510,435.39,2023-06-16
12680,2792,231,222.17,2023-01-30
12681,6081,589,31.53,2023-02-27
12682,3348,58,394.91,2023-10-09
12683,3212,348,59.65,2023-05-04
12684,1264,212,411.65,2023-04-16
12685,1493,464,572.82,2023-07-12
12686,1282,7,217.69,2023-04-10
12687,4143,502,873.19,2023-12-05
12688,7228,745,331.30,2023-01-05
12689,7952,733,955.60,2023-03-01
12690,8504,978,64.62,2023-01-13
12691,3126,334,376.59,2023-07-06
12692,10653,830,313.92,2023-07-17
12693,9548,67,94.55,2023-02-28
12694,9135,227,869.84,2023-12-06
12695,2139,149,770.30,2023-04-12
12696,9563,744,629.29,2023-11-21
12697,10243,54,640.49,2023-11-03
12698,2148,815,217.49,2023-07-09
12699,1363,411,601.73,2023-03-28
12700,9426,830,353.78,2023-04-01
12701,1795,502,806.50,2023-01-12
12702,10508,414,917.60,2023-12-13
12703,4246,477,993.12,2023-12-16
12704,6291,461,634.88,2023-02-06
12705,6855,160,868.97,2023-12-07
12706,8031,880,255.39,2023-07-21
12707,2677,138,447.55,2023-05-01
12708,9758,585,80.89,2023-05-26
12709,5494,456,107.41,2023-10-15
12710,1393,227,182.90,2023-09-12
12711,10639,467,779.99,2023-02-02
12712,6587,482,802.16,2023-06-20
12713,10730,246,936.17,2023-02-28
12714,7512,312,290.62,2023-08-14
12715,2378,948,485.90,2023-05-25
12716,7930,38,754.31,2023-12-20
12717,2344,130,868.37,2023-03-23
12718,5243,883,201.69,2023-09-05
12719,3654,244,676.51,2023-03-19
12720,7358,953,690.40,2023-01-21
12721,5327,728,965.01,2023-05-22
12722,10687,392,128.30,2023-01-22
12723,6589,965,142.90,2023-04-28
12724,9610,95,169.72,2023-01-20
12725,6923,203,474.40,2023-11-04
12726,8921,82,45.11,2023-11-24
12727,9558,421,728.00,2023-07-24
12728,9940,752,393.35,2023-04-06
12729,6307,365,667.38,2023-07-13
12730,10874,788,249.94,2023-12-11
12731,9053,901,316.44,2023-06-08
12732,4196,654,845.66,2023-01-31
12733,9496,516,27.59,2023-06-28
12734,10838,200,514.45,2023-11-09
12735,3421,836,160.15,2023-05-13
12736,9429,187,658.30,2023-07-14
12737,10252,649,78.23,2023-12-25
12738,6446,423,206.36,2023-07-03
12739,8388,30,652.19,2023-07-27
12740,1080,708,990.11,2023-07-23
12741,9894,420,791.89,2023-09-29
12742,6407,546,961.08,2023-07-02
12743,4989,264,844.99,2023-09-19
12744,4291,587,739.41,2023-05-20
12745,5750,471,746.71,2023-12-26
12746,8359,591,440.72,2023-07-14
12747,5569,936,272.20,2023-09-03
12748,1743,635,138.23,2023-07-27
12749,8012,799,458.92,2023-07-27
12750,6762,666,41.76,2023-09-01
12751,8700,202,803.29,2023-06-28
12752,10935,148,796.95,2023-07-11
12753,8843,321,225.93,2023-02-05
12754,3675,491,453.25,2023-12-01
12755,8053,123,543.44,2023-08-02
12756,10731,417,614.85,2023-03-02
12757,9563,755,596.56,2023-04-15
12758,4729,882,548.07,2023-09-11
12759,4400,482,825.78,2023-07-28
12760,5712,16,718.04,2023-06-16
12761,3004,297,472.02,2023-12-19
12762,2584,671,602.94,2023-11-30
12763,1875,956,502.94,2023-01-17
12764,5449,691,926.79,2023-10-15
12765,4933,366,935.77,2023-11-09
12766,1755,475,435.95,2023-04-24
12767,8504,311,600.65,2023-06-19
12768,1000,654,169.54,2023-10-19
12769,6529,167,113.14,2023-12-27
12770,2511,548,872.22,2023-02-05
12771,1245,687,562.02,2023-08-13
12772,8579,895,330.62,2023-11-08
12773,2473,214,759.77,2023-03-14
12774,1866,192,774.66,2023-05-21
12775,1107,2,803.75,2023-07-04
12776,7373,575,797.08,2023-08-26
12777,8189,197,635.63,2023-08-21
12778,1717,277,838.68,2023-09-12
12779,7191,351,857.29,2023-11-28
12780,9497,321,898.23,2023-09-26
12781,10493,450,274.50,2023-01-16
12782,3275,152,125.44,2023-11-24
12783,4965,221,177.85,2023-07-06
12784,6933,607,980.08,2023-09-09
12785,4954,772,724.17,2023-03-22
12786,9233,282,658.61,2023-04-02
12787,10107,944,784.35,2023-08-17
12788,9797,156,679.35,2023-08-18
12789,1625,511,196.47,2023-01-09
12790,4005,905,971.83,2023-11-13
12791,9644,439,280.29,2023-02-04
12792,10155,82,677.12,2023-04-14
12793,9560,46,190.78,2023-08-04
12794,1196,456,26.47,2023-01-17
12795,2175,295,288.18,2023-08-30
12796,1544,593,322.21,2023-02-09
12797,1809,375,574.02,2023-07-06
12798,6214,691,470.72,2023-03-16
12799,4733,518,290.56,2023-09-29
12800,10426,798,597.37,2023-09-13
12801,6519,893,390.87,2023-06-15
12802,10736,800,465.24,2023-08-30
12803,4286,860,417.17,2023-09-13
12804,4094,820,458.94,2023-05-12
12805,10628,295,970.80,2023-08-22
12806,8382,43,31.06,2023-03-30
12807,9315,184,561.05,2023-07-31
12808,5783,530,989.32,2023-07-18
12809,6078,542,867.10,2023-06-04
12810,3716,99,815.44,2023-10-16
12811,2625,28,39.33,2023-10-30
12812,8141,97,157.43,2023-11-23
12813,3555,336,579.53,2023-06-01
12814,1292,735,384.24,2023-10-01
12815,1925,678,855.30,2023-03-29
12816,3092,839,64.55,2023-10-14
12817,7901,506,905.12,2023-09-26
12818,7430,547,961.57,2023-06-26
12819,9505,875,16.25,2023-06-14
12820,2326,938,575.46,2023-08-25
12821,3563,849,517.02,2023-07-24
12822,4988,728,486.65,2023-11-19
12823,3630,405,544.71,2023-09-07
12824,6164,622,672.19,2023-12-17
12825,3254,459,545.00,2023-01-21
12826,3419,788,468.96,2023-10-15
12827,3589,111,979.21,2023-05-18
12828,4241,14,111.10,2023-03-01
12829,4892,222,302.20,2023-03-17
12830,6635,86,965.84,2023-08-28
12831,2367,416,104.98,2023-06-20
12832,1977,983,418.18,2023-04-25
12833,6056,630,839.59,2023-03-04
12834,4912,658,990.74,2023-10-25
12835,9244,104,746.67,2023-08-01
12836,10554,392,920.27,2023-08-01
12837,5748,200,133.36,2023-01-07
12838,6804,933,108.39,2023-02-21
12839,3947,463,555.01,2023-08-19
12840,5960,497,172.88,2023-11-24
12841,10560,975,309.04,2023-07-09
12842,1315,814,59.05,2023-07-15
12843,2369,681,854.89,2023-12-02
12844,7694,746,856.74,2023-08-06
12845,2814,121,248.13,2023-04-08
12846,5318,678,847.76,2023-05-15
12847,5096,53,514.95,2023-10-03
12848,5156,329,140.31,2023-03-09
12849,9801,342,618.14,2023-05-18
12850,10193,744,394.67,2023-02-06
12851,5937,256,877.77,2023-11-04
12852,5998,629,397.96,2023-07-02
12853,7273,754,900.33,2023-10-11
12854,1075,353,364.46,2023-07-05
12855,2382,172,209.70,2023-03-18
12856,5318,332,435.39,2023-05-02
12857,8337,983,740.63,2023-09-24
12858,6360,371,859.78,2023-01-25
12859,6145,919,366.48,2023-05-31
12860,9398,95,995.07,2023-08-17
12861,9965,218,246.73,2023-04-14
12862,8948,234,62.22,2023-12-04
12863,5490,427,804.98,2023-03-31
12864,7366,362,966.29,2023-08-31
12865,10297,28,538.05,2023-08-28
12866,6907,170,234.75,2023-12-20
12867,1669,1,600.69,2023-03-15
12868,8585,326,758.52,2023-07-01
12869,9132,377,784.61,2023-01-11
12870,8245,894,765.28,2023-10-03
12871,5817,811,310.28,2023-09-14
12872,5377,915,873.89,2023-11-10
12873,4615,663,850.45,2023-01-03
12874,1017,286,623.32,2023-08-20
12875,8841,608,354.87,2023-02-01
12876,4405,215,335.62,2023-04-10
12877,3962,942,516.89,2023-05-30
12878,7445,362,491.45,2023-02-09
12879,1614,206,536.64,2023-02-16
12880,4906,817,482.02,2023-12-03
12881,8179,987,505.33,2023-10-07
12882,2637,154,405.83,2023-01-13
12883,4449,186,386.63,2023-08-14
12884,8604,2,799.54,2023-10-06
12885,5717,383,457.53,2023-02-23
12886,1383,371,295.62,2023-06-21
12887,1631,247,990.42,2023-10-06
12888,7265,310,958.60,2023-02-19
12889,10896,511,718.91,2023-06-10
12890,3066,908,932.40,2023-04-12
12891,2229,175,74.17,2023-10-30
12892,2302,262,923.12,2023-06-27
12893,8045,130,528.19,2023-04-11
12894,10031,92,212.12,2023-06-21
12895,8944,174,367.95,2023-08-16
12896,6379,785,873.98,2023-11-05
12897,10979,727,763.79,2023-10-14
12898,5325,182,932.51,2023-09-02
12899,9742,836,71.63,2023-04-11
12900,2472,275,184.22,2023-01-12
12901,7446,227,741.55,2023-12-29
12902,9597,279,750.03,2023-02-10
12903,9777,632,307.75,2023-04-11
12904,7944,349,503.54,2023-06-04
12905,3875,265,716.99,2023-08-24
12906,3213,261,579.01,2023-02-17
12907,2816,687,327.22,2023-07-12
12908,3776,781,298.66,2023-10-22
12909,8167,607,984.28,2023-02-05
12910,7259,910,317.26,2023-07-02
12911,2881,885,458.20,2023-03-31
12912,2097,926,338.04,2023-05-08
12913,3828,201,186.89,2023-01-01
12914,2849,965,466.47,2023-12-13
12915,7068,656,648.10,2023-08-31
12916,8069,514,128.67,2023-07-31
12917,1214,647,543.97,2023-03-29
12918,8468,859,316.03,2023-08-15
12919,3524,169,92.74,2023-06-25
12920,5891,832,978.74,2023-08-31
12921,4751,85,439.90,2023-04-26
12922,2334,358,430.96,2023-02-22
12923,1499,335,768.77,2023-09-08
12924,10672,201,114.42,2023-06-16
12925,3666,342,901.05,2023-06-16
12926,7670,614,435.95,2023-04-24
12927,2294,284,423.30,2023-07-17
12928,6167,948,663.05,2023-06-08
12929,7657,482,190.68,2023-05-09
12930,2569,538,550.40,2023-04-28
12931,10991,888,523.46,2023-01-05
12932,7339,206,184.19,2023-04-17
12933,8659,941,379.13,2023-12-18
12934,9598,471,752.15,2023-05-26
12935,4608,12,463.73,2023-11-24
12936,6931,424,546.87,2023-05-03
12937,2683,460,391.62,2023-09-10
12938,9111,61,617.12,2023-07-25
12939,4577,804,289.04,2023-12-01
12940,8496,845,734.01,2023-08-24
12941,6635,239,43.85,2023-11-28
12942,3670,360,741.34,2023-09-11
12943,4323,223,509.82,2023-03-06
12944,10164,376,506.72,2023-02-05
12945,9764,387,600.21,2023-02-18
12946,4123,140,644.31,2023-12-15
12947,9898,41,593.37,2023-09-24
12948,6133,828,690.53,2023-11-07
12949,7205,565,916.58,2023-11-21
12950,10949,743,464.61,2023-07-26
12951,7549,255,763.15,2023-02-28
12952,8545,738,248.01,2023-09-27
12953,1152,935,384.26,2023-07-12
12954,2568,973,563.49,2023-02-08
12955,1914,959,599.39,2023-01-30
12956,6951,747,697.04,2023-04-19
12957,9878,628,232.50,2023-04-02
12958,2479,169,790.11,2023-11-19
12959,9547,358,276.43,2023-09-26
12960,8000,65,312.82,2023-07-03
12961,10734,359,906.48,2023-07-30
12962,6113,128,654.79,2023-07-09
12963,10943,481,294.90,2023-05-03
12964,4006,960,686.35,2023-05-20
12965,2439,553,481.35,2023-04-25
12966,6155,314,528.25,2023-11-04
12967,8237,698,532.91,2023-11-14
12968,3807,631,395.08,2023-02-18
12969,8525,900,592.12,2023-08-19
12970,7868,649,274.65,2023-04-25
12971,7310,805,586.49,2023-10-24
12972,5715,510,900.74,2023-08-27
12973,10203,858,417.38,2023-06-01
12974,1316,711,894.41,2023-10-05
12975,3418,559,494.49,2023-02-07
12976,6194,256,125.09,2023-07-11
12977,2419,279,888.11,2023-02-02
12978,9491,559,760.20,2023-04-20
12979,5642,758,582.64,2023-11-26
12980,8981,571,392.82,2023-04-21
12981,9656,7,507.37,2023-04-19
12982,4207,952,114.90,2023-04-10
12983,4497,850,703.09,2023-09-13
12984,10648,884,237.48,2023-04-11
12985,9779,83,710.20,2023-01-02
12986,2561,793,400.51,2023-03-25
12987,2616,716,917.26,2023-11-17
12988,1146,602,104.33,2023-03-20
12989,2751,382,120.80,2023-07-31
12990,6842,191,474.22,2023-07-02
12991,8501,57,56.54,2023-07-20
12992,8250,524,466.90,2023-09-14
12993,8981,81,406.86,2023-10-16
12994,5764,527,449.66,2023-09-29
12995,2051,10,69.56,2023-05-22
12996,6793,302,80.84,2023-01-30
12997,9805,991,4.21,2023-06-18
12998,7407,1000,868.61,2023-04-27
12999,4770,41,916.36,2023-12-09
13000,10215,537,118.41,2023-09-12
13001,6260,792,109.49,2023-01-25
13002,5767,487,994.01,2023-06-18
13003,10766,818,351.53,2023-10-30
13004,10234,338,427.20,2023-03-18
13005,7158,199,110.48,2023-11-18
13006,5509,868,554.10,2023-11-29
13007,7648,878,645.42,2023-01-07
13008,1348,727,413.47,2023-08-27
13009,5881,573,420.61,2023-02-20
13010,2432,184,89.61,2023-01-29
13011,3711,269,806.86,2023-12-05
13012,1531,430,105.75,2023-04-07
13013,7781,42,213.93,2023-05-13
13014,4944,989,501.80,2023-02-14
13015,2931,591,183.95,2023-02-22
13016,5293,147,575.44,2023-04-27
13017,4511,372,989.10,2023-12-21
13018,4136,693,913.15,2023-05-26
13019,4154,636,236.09,2023-05-27
13020,10938,497,261.47,2023-05-07
13021,9680,445,348.95,2023-10-28
13022,3930,653,150.96,2023-05-04
13023,10440,105,15.50,2023-10-24
13024,5362,361,312.60,2023-09-06
13025,10080,89,45.50,2023-01-15
13026,5305,676,792.66,2023-05-18
13027,1049,868,673.92,2023-02-16
13028,4368,931,268.89,2023-08-09
13029,1437,275,592.19,2023-02-13
13030,10237,312,622.94,2023-05-05
13031,5518,937,691.50,2023-10-18
13032,4418,80,824.46,2023-02-21
13033,4547,177,934.70,2023-03-20
13034,2609,777,211.86,2023-09-15
13035,7578,108,374.74,2023-12-12
13036,8024,132,386.93,2023-12-20
13037,9791,129,366.00,2023-08-21
13038,2464,230,579.26,2023-02-01
13039,1108,780,47.10,2023-11-28
13040,3318,510,843.60,2023-01-29
13041,3674,758,63.86,2023-07-26
13042,9849,393,99.22,2023-10-04
13043,5797,510,335.94,2023-05-08
13044,8534,934,356.80,2023-09-27
13045,6848,110,41.12,2023-03-11
13046,6298,576,81.87,2023-01-30
13047,7915,745,903.47,2023-05-11
13048,3603,138,989.58,2023-12-25
13049,7487,460,498.08,2023-07-08
13050,9911,911,365.49,2023-10-30
13051,7800,265,974.89,2023-09-19
13052,2951,53,887.14,2023-12-21
13053,4934,312,723.86,2023-02-05
13054,1035,955,307.66,2023-08-27
13055,4231,28,602.85,2023-04-21
13056,8190,951,152.79,2023-02-04
13057,1603,104,172.93,2023-05-31
13058,2024,667,439.21,2023-12-07
13059,10898,634,872.23,2023-11-19
13060,8981,469,545.85,2023-04-06
13061,9120,646,398.70,2023-11-17
13062,4434,372,145.12,2023-01-11
13063,9085,210,187.55,2023-06-29
13064,3034,849,370.25,2023-08-11
13065,3938,574,688.41,2023-01-25
13066,2688,141,225.56,2023-09-08
13067,9498,342,791.20,2023-06-01
13068,1845,897,730.80,2023-09-28
13069,6932,904,247.97,2023-08-29
13070,1122,608,871.53,2023-04-08
13071,6485,289,525.21,2023-11-21
13072,5254,99,3.22,2023-02-05
13073,3467,307,991.82,2023-05-06
13074,1635,269,410.91,2023-12-12
